id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
288,,"Odd Language,Jared",EUR Display,10000,10000,,https://www.youtube.com/watch?v=N87iL-w68BY,2/14/2025,Complete,,,,checked,Yes,$60,Paid,https://docs.google.com/spreadsheets/d/1aQ8iMAYkZyqjI4kCWfOn-xDy7aTZpMaPraqfcL-8jgM/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
289,,"Odd Language,Jared",WW Website,20000,20000,,https://www.youtube.com/watch?v=N87iL-w68BY,2/14/2025,Complete,,,,,Yes,$40,Paid,https://docs.google.com/spreadsheets/d/1aQ8iMAYkZyqjI4kCWfOn-xDy7aTZpMaPraqfcL-8jgM/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
290,,Prairy,WW Website,100000,100000,,https://www.youtube.com/watch?v=f2qXYvMsNRQ&pp=ygUQZGVuemVsIGN1cnJ5IGlkaw%3D%3D,2/11/2025,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1toVYFFO0aU_i17m4UaYncnoemxU4j80wXub98o5h-70/edit?usp=sharing,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
291,,Prairy,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=f2qXYvMsNRQ&pp=ygUQZGVuemVsIGN1cnJ5IGlkaw%3D%3D,2/11/2025,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1toVYFFO0aU_i17m4UaYncnoemxU4j80wXub98o5h-70/edit?usp=sharing,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
292,,Karl Farelice,EUR Website,10000,10000,,https://www.youtube.com/watch?v=gMcBDCpskK8&pp=ygUWS2FybCBGYXJlbGljZSAtIENsb3V0eQ%3D%3D,2/11/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1GM4p4jOR-V6IG1V1u9anVrrcUmySfQYSHotGC-U1_lw/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
293,,Karl Farelice,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=gMcBDCpskK8&pp=ygUWS2FybCBGYXJlbGljZSAtIENsb3V0eQ%3D%3D,2/11/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1GM4p4jOR-V6IG1V1u9anVrrcUmySfQYSHotGC-U1_lw/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
294,,Goodtalk,WW Website,30000,30000,,https://youtu.be/bxdnu7gKjOs?feature=shared,2/10/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1O44yyMaWD1v1bEp3SbgRJZlBkBWbRvfsS0mwkl9q9Ek/edit?usp=sharing,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
295,,Goodtalk,EUR Website,10000,10000,,https://youtu.be/bxdnu7gKjOs?feature=shared,2/10/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1O44yyMaWD1v1bEp3SbgRJZlBkBWbRvfsS0mwkl9q9Ek/edit?usp=sharing,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
296,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=CUBm64fwauc,2/7/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1uhgUiN4vTKWpqMwReu1nEJJGNWR2D71tl3PNAdXYIGM/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
297,,Dim Mak,LATAM Display,25000,25000,,https://www.youtube.com/watch?v=CUBm64fwauc,2/7/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1uhgUiN4vTKWpqMwReu1nEJJGNWR2D71tl3PNAdXYIGM/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
298,,Dim Mak,LATAM Display,25000,25000,,https://www.youtube.com/watch?v=lFpEgyaHMzo,2/7/2025,Complete,,,,checked,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1GSgzGdyw2kGkhduhv6rbGDuspCTarHO9rESF8T-IbV4/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
299,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=lFpEgyaHMzo,2/7/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1GSgzGdyw2kGkhduhv6rbGDuspCTarHO9rESF8T-IbV4/edit?gid=0#gid=0,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
300,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=YgJpfKB5QFM,1/31/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1CjawyKqVgGqGjoEw9vA0Z0aORyKANJKz2_ZdrFvkeRc/edit?usp=sharing,,,2025-09-23T21:39:18.899793+00:00,2025-09-23T21:39:18.899793+00:00
301,,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=YgJpfKB5QFM,1/31/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1CjawyKqVgGqGjoEw9vA0Z0aORyKANJKz2_ZdrFvkeRc/edit?usp=sharing,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
302,,Gl0bal,EUR Display,10000,10000,,https://www.youtube.com/watch?v=waJ4tePVPQk,1/31/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1ESTPAqPSYjWthgG-DcVJkRKHsYlh2TmT7OUy4nrv3ys/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
303,,Dim Mak,LATAM Website,20000,20000,,https://www.youtube.com/watch?v=NXdHtjVfuaY,1/31/2025,Complete,,,,checked,Yes,$112,Paid,https://docs.google.com/spreadsheets/d/1YVcSr7jXCPeTHUBQBsKmWSRlGtv-S9gozpIy_ZVBwLI/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
304,,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=NXdHtjVfuaY,1/31/2025,Complete,,,,,Yes,$112,Paid,https://docs.google.com/spreadsheets/d/1YVcSr7jXCPeTHUBQBsKmWSRlGtv-S9gozpIy_ZVBwLI/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
305,,Goodtalk,US Website,10000,10000,,https://youtu.be/E5Rcu9Hj8ho?feature=shared,1/31/2025,Cancelled,,,,,Yes,$130,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
306,,Goodtalk,WW Website,30000,30000,,https://youtu.be/E5Rcu9Hj8ho?feature=shared,1/31/2025,Cancelled,,,,,Yes,$120,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
307,,Goodtalk,WW Website,40000,20000,,https://youtu.be/WlP_jNPkSIY?feature=shared,1/30/2025,Complete,,,,,Yes,$160,Paid,https://docs.google.com/spreadsheets/d/1O44yyMaWD1v1bEp3SbgRJZlBkBWbRvfsS0mwkl9q9Ek/edit?usp=sharing,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
308,,Carbon Sigil,EUR Display,10000,10000,,https://www.youtube.com/watch?v=MjwDRn70VhA,1/29/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1tKUl2gRQsDj6FWpO4Kw_eDvaUxp_4WYw-RYY-XUI4jA/edit?usp=sharing,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
309,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=cEtm4QQfXqs,1/24/2025,Complete,,,,checked,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1n_UQEEBJ8LYoCWwqWe1Zs1rBTqXMtbqswbh1sC4_VBs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
310,,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=cEtm4QQfXqs,1/24/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1n_UQEEBJ8LYoCWwqWe1Zs1rBTqXMtbqswbh1sC4_VBs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
311,,Felsmere,WW Website,50000,50000,,https://www.youtube.com/watch?v=O5Iof0eNlFI&pp=ygUfRmVsc21lcmUgLSBOb3RoaW4nIEkgQ2FuJ3QgRmFjZQ%3D%3D,1/24/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/14K-yjvIpuf7iK4SGX3SAyTl69f1OqT8NvZSr54oNplE/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
312,,Felsmere,LATAM Display,45000,45000,,https://www.youtube.com/watch?v=O5Iof0eNlFI&pp=ygUfRmVsc21lcmUgLSBOb3RoaW4nIEkgQ2FuJ3QgRmFjZQ%3D%3D,1/24/2025,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/14K-yjvIpuf7iK4SGX3SAyTl69f1OqT8NvZSr54oNplE/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
313,,Felsmere,US/EUR Website,20000,20000,,https://www.youtube.com/watch?v=O5Iof0eNlFI&pp=ygUfRmVsc21lcmUgLSBOb3RoaW4nIEkgQ2FuJ3QgRmFjZQ%3D%3D,1/24/2025,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/14K-yjvIpuf7iK4SGX3SAyTl69f1OqT8NvZSr54oNplE/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
314,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=Qw5LrNWgWJQ,1/24/2025,Paid,,,,,Yes,$120,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
315,,Dim Mak,EUR Display,10000,10000,,https://www.youtube.com/watch?v=Qw5LrNWgWJQ,1/24/2025,Complete,,,,,Yes,$120,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
316,,Dim Mak,LATAM Display,40000,40000,,https://www.youtube.com/watch?v=Qw5LrNWgWJQ,1/24/2025,Complete,,,,,Yes,$240,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
317,,BlackJeans,WW Display,20000,20000,,https://www.youtube.com/watch?v=pg_NUy4gR1w,1/23/2025,Complete,,,,,Yes,,Paid,https://docs.google.com/spreadsheets/d/1QhQBKkVJ0Qogdu4iIgAQ5Dpvi08fMLckdFY1071gevs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
318,,BlackJeans,WW Website,10000,10000,,https://www.youtube.com/watch?v=pg_NUy4gR1w,1/23/2025,Complete,,,,,Yes,,Paid,https://docs.google.com/spreadsheets/d/1QhQBKkVJ0Qogdu4iIgAQ5Dpvi08fMLckdFY1071gevs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
319,,BlackJeans,EUR Display,10000,10000,,https://www.youtube.com/watch?v=pg_NUy4gR1w,1/23/2025,Complete,,,,,Yes,,Paid,https://docs.google.com/spreadsheets/d/1QhQBKkVJ0Qogdu4iIgAQ5Dpvi08fMLckdFY1071gevs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
320,,BlackJeans,US Website,10000,10000,,https://www.youtube.com/watch?v=pg_NUy4gR1w,1/23/2025,Complete,,,,,Yes,,Paid,https://docs.google.com/spreadsheets/d/1QhQBKkVJ0Qogdu4iIgAQ5Dpvi08fMLckdFY1071gevs/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
321,,Avant Garden,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=XsJcvpYFJlA&pp=ygUbZW1vdGlvbmFsIG9yYW5nZXMganVzdGlmaWVk,1/23/2025,Complete,,,,checked,Yes,$140,Paid,https://docs.google.com/spreadsheets/d/1aZ30cHsraUih18lzO4Q8IXcmZhBhUv7KaDmkRqUI4kk/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
322,,Avant Garden,EUR Display,10000,10000,,https://www.youtube.com/watch?v=XsJcvpYFJlA&pp=ygUbZW1vdGlvbmFsIG9yYW5nZXMganVzdGlmaWVk,1/23/2025,Complete,,,,,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1aZ30cHsraUih18lzO4Q8IXcmZhBhUv7KaDmkRqUI4kk/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
323,,Joseph Saggio,WW Website,10000,10000,,https://www.youtube.com/watch?v=OrsmnYEMMj0,1/21/2025,Complete,,,,,Yes,$50,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
324,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=WfD9PlRS8Es,1/17/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/1VM5r9IL6ChBG3uUx7sE1gck1wbErOs5aeZxo_IZUYUg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
325,,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=WfD9PlRS8Es,1/17/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/1VM5r9IL6ChBG3uUx7sE1gck1wbErOs5aeZxo_IZUYUg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
326,,Dim Mak,EUR Website,10000,10000,,https://www.youtube.com/watch?v=2eKoNgJUdto,1/17/2025,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/15P1eiyskY7817OYqh13ZIXjlUvLSsAEELBwXHKtqNRA/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
327,,Dim Mak,LATAM Display,30000,30000,,https://www.youtube.com/watch?v=2eKoNgJUdto,1/17/2025,Complete,,,,,Yes,$180,Paid,https://docs.google.com/spreadsheets/d/15P1eiyskY7817OYqh13ZIXjlUvLSsAEELBwXHKtqNRA/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
328,,Dim Mak,MENA Display,25000,,,https://www.youtube.com/watch?v=Iq0j0kvnVSQ,1/15/2025,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1PvTG7dtEjh0NELhvs1ftfnzg61aDosxa_-SJb1buz4o/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
329,,Dim Mak,EUR Website,10000,,,https://www.youtube.com/watch?v=Iq0j0kvnVSQ,1/15/2025,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1PvTG7dtEjh0NELhvs1ftfnzg61aDosxa_-SJb1buz4o/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
330,,Gl0bal,US Website,10000,10000,,https://www.youtube.com/watch?v=HwJn__gChF8,1/10/2025,Complete,,,,checked,Yes,$130,Paid,https://docs.google.com/spreadsheets/d/1fIot1EhMxW1LnU995WmU1kUsEGI86lgMBnwkZrT70rA/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
331,,Dim Mak,EUR Website,10000,,,https://www.youtube.com/watch?v=4ooTzFezyfc,1/10/2025,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Lo4RmmbO0IkQKgow-sBb1sh2Hi0M5sGJtlh1KwZvSVg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
332,,Dim Mak,LATAM Display,25000,,,https://www.youtube.com/watch?v=4ooTzFezyfc,1/10/2025,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Lo4RmmbO0IkQKgow-sBb1sh2Hi0M5sGJtlh1KwZvSVg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
333,,Rae Stacks,LATAM Website,20000,20000,,TBD,1/8/2025,Cancelled,checked,,,,Yes,$175,Paid,,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
334,,Rae Stacks,WW Display,75000,75000,,TBD,1/8/2025,Cancelled,,,,,Yes,$675,Paid,,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
335,,Medium Rare,LATAM Display,250000,250000,,https://www.youtube.com/watch?v=ksdCU64_HEQ&t=1s,1/6/2025,Complete,checked,,,,Yes,$1500,Paid,https://docs.google.com/spreadsheets/d/17Nf5HtNNZo6O8ANtJgux0otAIZsOyXTmKnXllhhznos/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
336,,Odd Language,LATAM Display,25000,25000,,https://www.youtube.com/watch?v=Vq0OsGAqREI,1/6/2025,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Gz47iSwpT-sJcPDkAgMZLYSdX9sY1fv9nJUEwpQio6w/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
337,,Jose Rojas,US Website,25000,25000,,https://youtu.be/X0oM0dLSaCg,1/3/2025,Complete,,,,checked,Yes,$300,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
338,,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=aXpTY7Vv_hU,12/26/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/16u6JSKOxZCd-5rxBCnRS4bkm3fYfAoQmZcUXbtogCgw/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
339,,Dim Mak,ASIA Website,20000,20000,,https://www.youtube.com/watch?v=4nz9jfILYI0,12/26/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1GjA-QHbLVsbAs1xTehg-w7EzqoA-ci8wPlC0-NBhXFY/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
340,,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=yuEo_rOmiTI,12/26/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/16MBhZT1tDQYb7pwarpUu5mR9eW2-x2RVku0BYepj7ek/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
341,,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=FG17U95ich0,12/26/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/15ui6Em6hZLGPdnR9NsjGMElaZLGiYToxKinFj7U9EB8/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
342,,Dim Mak,LATAM Website,15000,15000,,https://youtu.be/oCs7YV9pYOA,12/19/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1QZQqdqGKC_84lZZeM-jDOtrgPs0tioqJl3c4QF8F4jM/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
343,,Dim Mak,LATAM Website,15000,15000,,https://youtu.be/Awu0PpxHEQc,12/19/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Qd643UL__kOXYVtChKMO2gb3uIG0cVQ-6GE7yENA4_w/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
344,,Odd Language,EUR Display,10000,10000,,https://youtu.be/kuTC7qZspek,12/18/2024,Complete,,,,,Yes,$120,Paid,https://docs.google.com/spreadsheets/d/17NG3L59WvswtMcUxhN8FPhv0RaEhHN1Qq-2S1015GKw/edit?gid=0#gid=0,,Try to target Netherlands,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
345,,Medium Rare,LATAM Display,110000,110000,,https://www.youtube.com/watch?v=NiIJn4oSH9c,12/16/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/19MrpKWRdtUr6SMng0tljaNn1LFzurHMIyi3XrRca2iU/edit?gid=0#gid=0,,D1: 150-250,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
346,,,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
347,,,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
348,,,,,,,,,,,,,,,,,,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
349,,Medium Rare,WW Website,750000,750000,,https://youtu.be/NiIJn4oSH9c,12/16/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/19MrpKWRdtUr6SMng0tljaNn1LFzurHMIyi3XrRca2iU/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
350,,Medium Rare,Brazil Display,110000,110000,,https://www.youtube.com/watch?v=sqQp4rvMrjA,12/15/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1TZt0HLxXnn9hQRCyrL_XuXm2ct8If8B_6h_cm1issCA/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
351,,Medium Rare,WW Website,750000,750000,,https://www.youtube.com/watch?v=sqQp4rvMrjA,12/15/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1TZt0HLxXnn9hQRCyrL_XuXm2ct8If8B_6h_cm1issCA/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
352,,Medium Rare,WW Website,750000,750000,,https://www.youtube.com/watch?v=UERxiSD_70Q,12/14/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1xaCxzrH_QN2F-4qdtf6gMxtev_F2gy5p2d-r5dVKZeg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
353,,Medium Rare,Italy Display,90000,90000,,https://www.youtube.com/watch?v=UERxiSD_70Q,12/14/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1xaCxzrH_QN2F-4qdtf6gMxtev_F2gy5p2d-r5dVKZeg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
354,,Dim Mak,EUR Display,10000,10000,,https://www.youtube.com/watch?v=jQdcuXnOuvg,12/13/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1bzL7r9BkxLOu3k1HT6KPzp9OpdoTeJL6p1bmFlgpqsE/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
355,,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=jQdcuXnOuvg,12/13/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1bzL7r9BkxLOu3k1HT6KPzp9OpdoTeJL6p1bmFlgpqsE/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
356,,Dim Mak,EUR Display,10000,10000,,https://www.youtube.com/watch?v=hIAELRI2eR0,12/13/2024,Complete,,,,,Yes,$100,Paid,N/A,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
357,,Dim Mak,EUR Display,10000,10000,,https://www.youtube.com/watch?v=R_TQo3GgxOE,12/13/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1CfMOUaWtnLDejj_6dikdEAuMgb4B8bQvH7wbniSE2iU/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
358,,Dim Mak,LATAM Display,20000,20000,,https://www.youtube.com/watch?v=R_TQo3GgxOE,12/13/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1CfMOUaWtnLDejj_6dikdEAuMgb4B8bQvH7wbniSE2iU/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
359,,Medium Rare,WW Website,750000,750000,,https://www.youtube.com/watch?v=TfHf8SQsWmA,12/13/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1glVsItYwHBLaLSp7H-w3wmlGOTr993hbANRuOF-mHlg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
360,,Medium Rare,Spain Display,90000,90000,,https://www.youtube.com/watch?v=TfHf8SQsWmA,12/13/2024,Complete,,,,,Yes,$950,Paid,https://docs.google.com/spreadsheets/d/1glVsItYwHBLaLSp7H-w3wmlGOTr993hbANRuOF-mHlg/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
361,,Dark Roast,WW Website,40000,40000,,https://www.youtube.com/watch?v=8BGQ6xEHN2k&pp=ygUHYXRsaWVucw%3D%3D,12/11/2024,Complete,,,,checked,Yes,$325,Paid,https://docs.google.com/spreadsheets/d/1vyNi_kGHHuLfhqSnmilhdJ0K27yAx_cNEHROPyE_XkY/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
362,,Dark Roast,LATAM Website,80000,46300,,https://www.youtube.com/watch?v=8BGQ6xEHN2k&pp=ygUHYXRsaWVucw%3D%3D,12/11/2024,Complete,,,,checked,Yes,$441,Paid,https://docs.google.com/spreadsheets/d/1vyNi_kGHHuLfhqSnmilhdJ0K27yAx_cNEHROPyE_XkY/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
363,,Dark Roast,EUR Website,50000,50000,,https://www.youtube.com/watch?v=8BGQ6xEHN2k&pp=ygUHYXRsaWVucw%3D%3D,12/11/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1vyNi_kGHHuLfhqSnmilhdJ0K27yAx_cNEHROPyE_XkY/edit?gid=0#gid=0,,,2025-09-23T21:39:18.906214+00:00,2025-09-23T21:39:18.906214+00:00
